אפיק השקעה	מס מסלול	שם מסלול אחיד	שם חברה	חברה מקוצר	סוג חיסכון	סוג קופה	סוג מסלול	ח.פ	שנה	רבעון	תרומה	משקל	תשואה
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	-0.004676562	0.169361796	-0.027612851
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	-0.00049899	0.167995156	-0.002970264
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.004743669	0.16663054	0.028468187
קרנות סל	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.047824355	0.803624701	0.059510808
קרנות סל	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.059647926	0.804793996	0.074115769
קרנות סל	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.0944434	0.7984457	0.118284061
קרנות סל	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.116411855	0.796633498	0.146129752
חוזים עתידיים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	-0.002387495	0.002656458	-0.898751205
חוזים עתידיים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	-0.006395047	0.000880752	-7.260890824
חוזים עתידיים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	-0.005430424	0.000102103	-53.18564171
חוזים עתידיים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	-0.002136579	0.000648514	-3.294574999
השקעות אחרות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	3.51E-07	2.97E-05	0.011810464
השקעות אחרות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	6.86E-07	2.80E-05	0.024500092
השקעות אחרות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	3.61E-07	2.80E-05	0.012904233
השקעות אחרות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	4.58E-07	2.69E-05	0.017014919
מזומנים ושווי מזומנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.000457787	0.038986053	0.011742339
מזומנים ושווי מזומנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.000511603	0.051331774	0.009966586
מזומנים ושווי מזומנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.001018213	0.052828472	0.019273942
מזומנים ושווי מזומנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.001185996	0.061963632	0.019140203
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	-0.002167441	0.328516814	-0.006597657
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	-0.00890446	0.318276162	-0.02797715
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	-0.0003522	0.309309503	-0.001138665
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.010337479	0.303342104	0.034078616
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.002935192	0.16601589	0.017680188
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.003211967	0.174538718	0.018402604
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.008859042	0.182335759	0.048586419
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.012800429	0.189258079	0.067634782
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.000154219	0.010435868	0.014777802
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	7.97E-05	0.009674204	0.008239692
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.000272126	0.008975855	0.030317553
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.000428185	0.008254011	0.05187595
מניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.005549519	0.071443983	0.077676508
מניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.006862679	0.072691312	0.094408513
מניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.011686171	0.081492103	0.143402495
מניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.016909931	0.086681587	0.195080999
קרנות סל	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.001171031	0.033693521	0.034755365
קרנות סל	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.001130794	0.036004992	0.031406599
קרנות סל	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.002901322	0.039900682	0.072713603
קרנות סל	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.002703925	0.043176301	0.062625208
קרנות נאמנות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.000840123	0.021587858	0.038916452
קרנות נאמנות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.001667928	0.022019436	0.075747993
קרנות נאמנות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.002384207	0.022383273	0.106517359
קרנות נאמנות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.001542906	0.022405181	0.068863807
קרנות השקעה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.002018081	0.175753554	0.01148245
קרנות השקעה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.008608163	0.171995583	0.050048746
קרנות השקעה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.011028022	0.167943726	0.065664981
קרנות השקעה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.009272096	0.159708958	0.058056206
כתבי אופציה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	2.81E-06	2.18E-06	1.284872224
כתבי אופציה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	5.95E-06	5.81E-06	1.025204128
כתבי אופציה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	1.10E-05	6.86E-06	1.608791757
כתבי אופציה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	2.01E-05	7.53E-06	2.671273152
חוזים עתידיים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	-0.000832423	0.001948365	-0.427241513
חוזים עתידיים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	-0.004699343	-0.000290228	16.19188202
חוזים עתידיים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	-0.003263983	-0.000787375	4.145397655
חוזים עתידיים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.001703805	-0.00029701	-5.736522362
אופציות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	-2.44E-05	0.000104123	-0.234520864
אופציות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	-7.24E-05	0.000116967	-0.618636308
אופציות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	-0.000116981	0.000125928	-0.928951255
אופציות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	-4.44E-05	0.000134356	-0.330370684
מוצרים מובנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.000199913	0.006299902	0.031732728
מוצרים מובנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.000456563	0.006219884	0.07340384
מוצרים מובנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.000544008	0.006260043	0.08690172
מוצרים מובנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.000278236	0.006432236	0.0432565
הלוואות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.004277269	0.139059812	0.030758486
הלוואות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.00615656	0.131543324	0.046802524
הלוואות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.008794376	0.123668719	0.071112375
הלוואות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.009723862	0.113933556	0.08534678
"נדל""ן"	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	4.63E-05	0.005175579	0.008942752
"נדל""ן"	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	-0.000385945	0.004791632	-0.080545571
"נדל""ן"	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	-0.000342045	0.004256758	-0.080353347
"נדל""ן"	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	9.99E-05	0.003851363	0.025933397
השקעות אחרות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	9.23E-06	0.000976494	0.009452768
השקעות אחרות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	5.93E-05	0.001080436	0.054848247
השקעות אחרות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	-3.30E-05	0.001299692	-0.0253622
השקעות אחרות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	-2.92E-05	0.001148113	-0.025389987
מזומנים ושווי מזומנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.000336364	0.032926469	0.010215612
מזומנים ושווי מזומנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.000422989	0.032336073	0.01308102
מזומנים ושווי מזומנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.000699304	0.037505502	0.018645373
מזומנים ושווי מזומנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.000733481	0.038590961	0.019006541
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	-0.001727393	0.322604828	-0.005354515
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	-0.008426347	0.326448611	-0.02581217
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	-0.001456701	0.314633617	-0.004629834
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.007187909	0.308550194	0.023295752
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.004366519	0.238305066	0.018323231
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.004641969	0.242875419	0.019112553
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.010698989	0.23255564	0.046006146
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.014694761	0.226509019	0.064874947
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.000120115	0.00805927	0.014904016
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	6.08E-05	0.007734518	0.007860834
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.000234808	0.007448724	0.031523191
אגרות חוב קונצרניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.000409296	0.007259744	0.05637879
מניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.006166512	0.063689056	0.096822157
מניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.004124762	0.055110972	0.074844664
מניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.008461631	0.069092828	0.122467576
מניות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.013277264	0.077448696	0.171433019
קרנות סל	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.00074386	0.039699572	0.018737242
קרנות סל	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.000465997	0.038636005	0.012061214
קרנות סל	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.001815944	0.042031994	0.043203851
קרנות סל	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.001684448	0.044550897	0.037809526
קרנות נאמנות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.000468219	0.019169573	0.024425112
קרנות נאמנות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.001105037	0.019028915	0.058071463
קרנות נאמנות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.001833806	0.020295506	0.090355283
קרנות נאמנות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.001283095	0.021002482	0.06109252
קרנות השקעה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.001823594	0.153917021	0.011847905
קרנות השקעה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.006720937	0.156558046	0.042929359
קרנות השקעה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.010471524	0.158986639	0.065864174
קרנות השקעה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.010016063	0.160907429	0.06224736
כתבי אופציה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	2.74E-06	3.27E-06	0.838572572
כתבי אופציה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	7.39E-06	7.79E-06	0.948952765
כתבי אופציה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	1.21E-05	7.88E-06	1.539834278
כתבי אופציה	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	1.75E-05	7.47E-06	2.342696848
חוזים עתידיים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.005730026	0.000897213	6.386470406
חוזים עתידיים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.006962434	-0.000946557	-7.355538514
חוזים עתידיים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.009069906	-0.000734869	-12.34220613
חוזים עתידיים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.014083186	0.000362284	38.87336593
אופציות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	-0.000719262	9.52E-05	-7.557936045
אופציות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	-0.000736573	8.27E-05	-8.907400053
אופציות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	-0.000758844	9.99E-05	-7.599541264
אופציות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	-0.000706613	0.000111456	-6.3398131
מוצרים מובנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.000194144	0.006068346	0.031992863
מוצרים מובנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.000427189	0.006024396	0.070909803
מוצרים מובנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.000556633	0.006106089	0.09116032
מוצרים מובנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.000397517	0.006403185	0.062081213
הלוואות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.00337552	0.108100512	0.031225755
הלוואות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.004816991	0.106017292	0.045435903
הלוואות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.007701198	0.103549682	0.074372012
הלוואות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.009375275	0.101101825	0.092731015
"נדל""ן"	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	3.50E-05	0.003690503	0.009493215
"נדל""ן"	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	-0.00032504	0.003536329	-0.091914389
"נדל""ן"	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	-0.000323585	0.003250894	-0.099537268
"נדל""ן"	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	8.36E-05	0.003125894	0.02675904
השקעות אחרות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	9.35E-06	0.00277414	0.003370353
השקעות אחרות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.000278292	0.006549502	0.0424905
השקעות אחרות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.000201405	0.005170025	0.038956389
השקעות אחרות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.000205222	0.004068468	0.050442182
מזומנים ושווי מזומנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	0.000459585	0.035711252	0.012869482
מזומנים ושווי מזומנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	0.000703436	0.037368726	0.018824199
מזומנים ושווי מזומנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	0.001155039	0.035774188	0.032286933
מזומנים ושווי מזומנים	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	4	0.000685664	0.034322577	0.019977059
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	1	-0.000133242	0.0249615	-0.005337904
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	2	-0.000522994	0.024762022	-0.021120808
אגרות חוב ממשלתיות	18013	מנורה-קרן י' חדשה	מנורה מבטחים פנסיה וגמל	מנורה	קרן י'	קרן י'	ביטוח	520042540	2024	3	9.92E-05	0.024328046	0.004076051
